sample,status,n_meta,xy_hull_area,xy_spread_max,xy_spread_mean,score,i1_err_xy_max,i1_err_y_max,dist_to_white_i1
864,few_meta,20,3.57556664373e-05,0.0159770630891,0.00351933780929,0.0209716106235,1.11022302463e-16,2.22044604925e-16,0.0168128297616
1029,ok,44,3.8337889129e-05,0.0153739483143,0.0029563983444,0.0205657746787,2.28878339926e-16,1.11022302463e-16,0.00543558734826
496,ok,52,4.46501996562e-05,0.0143137257244,0.00363922973191,0.0203995956295,1.11022302463e-16,2.22044604925e-16,0.0145143382726
700,ok,39,4.1720721284e-05,0.0146956676466,0.0026724244733,0.0202366390954,1.24126707662e-16,2.22044604925e-16,0.0216299796991
433,ok,86,4.91116265944e-05,0.0135247407464,0.00292712314502,0.0200035605667,1.57009245868e-16,2.22044604925e-16,0.0206881186345
646,ok,67,4.920729418e-05,0.0133761233451,0.00301548060619,0.0198840947679,1.11022302463e-16,2.22044604925e-16,0.0200446195769
364,ok,66,4.74494662228e-05,0.0135068906862,0.0029947428741,0.0197997752078,2.48253415325e-16,3.33066907388e-16,0.0216496307559
730,ok,38,4.08785357944e-05,0.0141861173905,0.00326539469791,0.0197446206255,1.24126707662e-16,2.22044604925e-16,0.0194455184545
838,ok,28,3.67915983329e-05,0.0144845835627,0.00277217538244,0.0194540104392,1.24126707662e-16,1.11022302463e-16,0.0167601016919
557,ok,56,4.2963755071e-05,0.0134312752364,0.00364448990135,0.0193158238252,7.85046229342e-17,2.22044604925e-16,0.0111827453552
168,ok,65,4.10562410046e-05,0.0136171080578,0.00303210090557,0.0191502771594,1.57009245868e-16,1.11022302463e-16,0.0155472993824
1065,ok,33,3.58225971961e-05,0.0141074540092,0.00253940899827,0.0189140474724,1.24126707662e-16,2.22044604925e-16,0.00735725157739
623,ok,61,4.45800746932e-05,0.0128068344862,0.00327681512127,0.0188118064736,1.24126707662e-16,3.33066907388e-16,0.019216917285
228,ok,48,4.53361474504e-05,0.0126611563279,0.00321796571608,0.0187450871652,1.75541673429e-16,1.11022302463e-16,0.0191426467806
830,ok,36,3.0745494057e-05,0.0140880721729,0.00286225628976,0.0183499827177,1.66533453694e-16,1.11022302463e-16,0.00899070357068
931,few_meta,19,2.49863249184e-05,0.0144078105008,0.00428803443673,0.0182637763783,1.24126707662e-16,1.11022302463e-16,0.0147147970842
1001,few_meta,20,3.30534193177e-05,0.0134255761309,0.00349722917235,0.0180914322835,1.57009245868e-16,3.33066907388e-16,0.0110211215453
1037,few_meta,21,3.21887638218e-05,0.0131907488594,0.00322412816392,0.0176982261508,1.24126707662e-16,1.11022302463e-16,0.00951071108078
565,ok,47,4.10698428283e-05,0.0120808752951,0.00336782075499,0.0176828205855,7.85046229342e-17,2.22044604925e-16,0.0196207530264
900,ok,32,3.46262062601e-05,0.0129034107476,0.00257952732268,0.0175744609633,1.24126707662e-16,2.22044604925e-16,0.0153902194718
590,ok,51,3.40132460781e-05,0.01266114645,0.00321909489811,0.017386554959,1.24126707662e-16,3.33066907388e-16,0.01980537707
